Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Germany,DEU,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,70.39,71.69,74.02,75.81,76.47,80.06,83.31,85.75,86.76,88.35,89.19,88.53,89.22,93.08,94.47,95.23,95.42,99.35,101.57,104.45,104.92,103.22,106.91,108.91,109.42,114.42,111.17,107.9,107.71,107.86,99.51,91.17,88.94,86.09,87.33,88.19,88.41,88.32,90.12,88.63,89.82,88.83,89.03,90.15,89.59,89.83,91.92,93.83,94.69,96.52,98.28,96.98,97.68,99.84,100.44,99.72,98.89,98.47,98.07,98.48,97.05,
Djibouti,DJI,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,32.28,33.2,34.37,35.05,35.5,37.92,39.37,41.9,44.67,46.16,47.98,50.03,49.64,52.41,53.58,59.36,57.83,60.53,76.63,89.9,82.89,81.52,97.42,106.33,124.79,133.34,137.55,144.88,173.7,164.59,95.58,95.6,97.51,100.63,99.06,101.38,102.52,104.32,109.96,127.82,128.54,128.6,128.7,105.91,121.43,93.29,127.51,128.65,128.75,128.76,129.52,130.49,129.9,104.19,77.91,117.9,127.85,128.6,129.2,129.69,130,
Dominica,DMA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,30.32,30,29.31,29.44,28.95,28.61,29.31,29.31,30.65,30.55,30.89,31.35,32.43,33.2,35.87,38.95,41.84,43.92,46.54,49.36,51.39,54.38,56.88,58.73,65.66,73.12,83.48,84.12,88.79,88.51,89.92,87.95,92.63,94.01,90.84,96.24,96.41,96.23,97.99,98.47,98.74,98.47,98.74,98.06,98.19,95.83,97.71,97.83,97.94,102.6,103.35,107.19,101.45,100.87,99.6,99.54,99.4,100.57,100.65,103.25,103.6,
Denmark,DNK,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,78.12,78.73,77.93,77.33,79.8,79.22,78.73,77.68,74.77,71.94,72.26,71.43,73.44,76.63,76.68,77.38,78.9,81.66,85.16,86.08,85.58,86.23,90.13,88.87,88.9,91.38,89.09,87.86,87.38,88.67,90.82,93.17,97.03,96.8,97.11,96.69,96.93,100.12,100.37,99.92,102.3,103.81,103.81,104.68,103.1,100.96,102.91,100.51,96.91,101,102.65,101.28,99.05,99.34,99.89,100.77,99.58,101.46,98.98,102.45,106.34,
Dominican Republic,DOM,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,16.58,16.39,16.29,16.82,16.91,17.73,18.65,20.67,21.66,22.06,23.9,25.72,27.11,27.35,27.15,29.4,30.28,31.1,34.39,35.6,35.5,36.06,38.41,38.85,40.6,40.13,41.16,44.92,47.67,50.64,48.84,53.12,54.38,51.63,56.25,59.25,53.78,58.99,61.73,66.98,81.75,81.54,74.23,76.41,89.57,98.41,105.06,99.88,101.75,94.97,96.5,90.52,95.08,94.6,101.17,104.23,99.42,104.32,108.67,104.93,106.75,
Algeria,DZA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,10.59,9.81,8.96,10.22,11.35,11.99,12.72,14.26,14.81,14.86,16.14,16.93,17.62,18.58,19.14,20.01,20.84,21.07,22.13,23.46,24.27,27.48,29.37,30.37,32.05,32.22,35.75,38.23,40.44,43.56,43.27,45.13,47.64,48.53,49.87,50.41,49.56,52.15,52.04,59.01,57.51,59.8,61.04,64.95,66.91,70.16,70.04,70.23,74.56,78.96,86.07,91.42,96.37,100.61,97.56,101.83,100.15,96.2,95.95,96.53,96.73,
East Asia & Pacific (excluding high income),EAP,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,14.66,15.13,15.58,16.15,16.79,17.64,18.22,19.32,20.04,21.48,20.81,21.51,22.18,23.64,24.37,25.22,26.51,28.81,30.38,29.28,29.62,52.99,47.74,50.11,46.34,48.28,47.49,53.51,56.91,38.16,41.02,41.96,44.73,47.87,52.47,56.91,62.64,59.54,63.23,68.31,73.77,73.91,74.8,77.05,76.19,85.01,89.61,95.12,90.54,95.92,100.26,97.43,103.96,105.64,98.74,95.62,100.03,101.57,105.72,101.64,100.54,
"Egypt, Arab Rep.",EGY,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,10.29,10.64,10.46,10.6,10.8,11.12,11.58,13.35,13.68,14.02,14.45,14.72,14.84,15.11,15.21,15.71,15.79,16.04,16.16,16.26,17.3,19.11,20.68,21.73,22.36,22.65,22.87,23.94,23.67,39.84,47.55,49.94,51.36,53.44,55.53,57.77,62.76,62.81,64.8,66.01,67.34,77.78,83.39,79.67,83.85,87.04,94.11,95.87,94.2,96.36,97.89,101.17,102.19,102.59,99.65,97.76,102.48,98.96,99.78,108.84,107.51,
Euro area,EMU,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.24,57.72,59.19,65.04,66.27,72.35,73.44,75.78,75.98,75.02,81.49,83.85,85.95,90.43,98.6,89.47,99.09,100.27,101.81,102.68,100.7,99.85,99.15,101,104.9,105.77,106.28,106.79,107.65,
Spain,ESP,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,23.11,23.44,26.67,28.69,27.3,31.12,31.87,33.42,35.29,39.18,39.01,40.18,43.71,47.12,47.82,49.6,51.8,52.23,53.87,59.2,60.97,62.61,62.89,63.17,62.64,62.17,64.14,67.12,65.81,68.6,71.38,70.87,70.75,70.32,72.1,75.3,77.22,84.72,85.9,87.03,90.23,92.95,94.9,92.74,90.95,91.54,91.91,94.3,89.01,91.55,94.77,94.13,90.88,94.48,99.81,105.71,106.96,110.3,114.22,118.18,119.68,
Estonia,EST,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.7,120.33,107.05,98.63,89.91,89.8,92.9,86.19,80.92,86.21,85.58,83.23,88.88,87.64,91.06,91.19,92.06,91.13,90.48,93.09,95.06,99.77,98.52,101.64,99.84,96.13,95.83,95.47,95.58,95.03,
Ethiopia,ETH,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.13,44.45,45.2,49.15,49.71,50.76,52.26,52.06,53.14,75.32,75.42,77.21,75.29,81.87,85.4,94.46,88.53,107.54,97.98,96.77,95.05,98.82,101.5,99.68,105.88,107.46,115.78,126.9,121.95,
European Union,EUU,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,96.72,100.17,104.3,107.92,106.6,103.47,103.81,103.3,108.44,103.81,107.05,106.1,102.14,105.31,104.88,108.56,106.66,107.17,109.31,111.64,112.89,112.08,113.99,114.87,112.77,112.23,110.92,103.84,103.69,106.83,101.77,98.94,95.88,97.84,94.68,94.37,96.54,96.04,94.63,94.74,97.47,99.59,100.67,100.6,99.5,99.64,99.62,98.15,96.58,96.48,96.34,95.32,96.84,98.1,100.7,101.2,100.28,99.61,99.94,101.47,101.57,
Fiji,FJI,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,33.33,35.13,37.61,46.7,45.39,47.52,50.07,51.02,58.12,59.91,65.43,59.81,65.21,64.9,67.18,67.99,76,80.49,86.27,92.27,96.73,94.28,95.55,96.35,102.77,110.05,110.94,112.43,118.71,125.96,84.04,71.32,82.49,90.72,91.77,93,96.31,93.58,92.92,91.19,92.77,95.42,89.21,98.5,100.77,104.86,106.73,107.25,68.45,80.62,95.99,102.45,90.43,108.3,112.4,79.3,142.51,146.37,141.44,113.23,123.5,
France,FRA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,73.72,74.06,74.59,73.52,76.87,77.77,82.13,84.63,83.04,84.15,86.72,87.21,88.39,94.24,94.23,95.91,94.18,96.35,102.04,104.48,106.28,106.2,107.06,109.79,107.59,108.58,109,107.42,105.09,106.65,107.32,105.36,104.94,106.52,109.05,111.38,112.62,112.12,109.31,103.28,104.21,105.22,103.26,101.4,100.93,96,97.21,99.42,97.83,99.43,101.15,98.64,96.66,99.19,100.2,100.61,99.19,98.74,97.77,98.29,97.18,
Faroe Islands,FRO,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,86.89,84.95,84.83,82.42,72.84,82.11,86.29,86.02,89.06,89.29,89.09,88.16,62.58,84.1,85.03,85.03,85.03,79.95,85.47,85.87,86.68,88.6,88.98,89.05,89.13,90.36,90.74,92.34,93.26,93.53,92.64,93.36,92.63,92.65,93.43,93.72,93.92,93.97,93.71,92.6,91.28,93.17,92.87,92.87,92.87,95.44,95.44,98.84,99.76,99.51,100.74,101.55,100.87,101.16,93.32,91.27,
"Micronesia, Fed. Sts.",FSM,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.27,85.35,85.27,85.64,93.07,94.01,94.02,94.04,94.05,94.07,94.08,94.04,94.11,94.12,94.12,90.46,96.65,85.49,93.75,91.36,97.18,92.71,98.74,98.47,100.2,101.34,103.34,103.68,104.77,105.76,106.74,
Gabon,GAB,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,43.11,45.75,48.4,50.94,52.4,53.89,54.02,54.32,54.14,54.38,54.71,55.19,55.66,56.2,54.41,55.98,57.01,58.41,58.32,58.24,58.34,58.35,58.87,60.08,60.9,62.52,63.17,64.13,64.84,66.48,67.02,69.37,71.43,71.93,74.36,75.58,78.31,80.43,81.9,83.68,84.52,85.54,86.29,87.38,87.77,86.14,87.93,89.07,90.56,92.36,92.96,92.49,97.89,98.81,100.68,100.52,101.22,103.47,102.81,103.88,105.1,
United Kingdom,GBR,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,74.05,75.08,74.46,74.17,76.08,76.41,77.69,77.99,77.93,81.88,81.82,85.17,85.1,89.28,90.16,89.62,90.64,93.05,95.74,97.49,95.88,97.09,100.13,98.97,100.04,98.24,99.51,96.37,97.81,99.82,98.37,100.08,99.09,101.93,102.88,95.56,95.84,97.86,96.75,93.85,89.1,91.64,91.32,90.97,92.24,93.09,92.92,91.53,90.51,94.08,95.13,93.84,94.7,98.65,100.47,100.89,102.53,104.34,104.95,105.73,104.5,
Georgia,GEO,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.34,103.7,112.27,124.16,132.43,139.46,130.42,129.32,132.67,138.1,144.04,148.37,145.68,146.61,112.3,112.27,103.66,95.02,99.56,92.57,87.7,93.87,99.33,102.82,97.85,99.13,104.95,103.51,102.28,104.46,
Ghana,GHA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,18.33,19.1,19.8,22.01,23.06,24.38,25.14,26.57,28.23,28.69,29.02,31.08,30.93,31.69,32.8,32.36,34.89,36.6,38.2,40.57,42.11,44.57,47.87,47.6,47.65,47.62,49.01,49.35,50.89,51.36,52.73,52.35,52.91,53.85,52,53.62,52.82,52.66,54.95,60.28,60.21,61.17,66.31,64.89,67.49,70.2,74.56,81.82,81.68,85.04,87.83,91.4,94.76,96.98,102.61,100.42,105.49,111.94,111.77,114.24,117.4,
Gibraltar,GIB,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,15.35,15.77,16.28,16.78,17.23,17.91,17.42,17.7,16.9,17.12,17.17,17.42,18.32,18.96,19.64,19.9,20.11,20.36,20.52,20.74,20.91,21.02,21.47,21.33,19.14,15.89,17.97,20.86,21.43,23.12,24.79,26.25,27.97,30.11,35.87,37.5,39.19,41.1,43.05,44.22,45.14,46.89,49.34,52.26,55.13,59.46,62.58,66.26,69.92,78.83,83.59,87.69,92.85,95.85,99.02,105.13,111.43,115.25,121.45,136.31,128.6,
"Gambia, The",GMB,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,24.02,25.22,26.62,27.73,28.98,30.42,31.77,33.38,34.94,36.97,38.17,40.24,40.25,39.88,40.18,40.26,39.33,39.28,39.4,39.55,39.04,39.03,39.03,38.41,39.6,39.79,40.78,41.2,41.91,40.74,70.57,71.78,72.45,73.34,73.21,72.42,73.55,73.53,74.11,74.78,75.88,78.57,86.41,88.96,89.52,90.71,93.09,94.52,97.26,95.49,94.06,95.29,94.49,98.77,101.45,99.78,95.31,99.42,100.33,99.85,100.2,
Guinea-Bissau,GNB,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,26.98,26.97,26.98,27.03,27.03,27.16,27.18,27.14,27.26,27.45,28.08,29.62,30.18,31.04,32.23,33.34,34.98,36.3,37.46,38.47,39.75,40.96,41.65,42.57,43.26,44.4,45.81,47.22,48.3,49.71,56.97,59.17,60.77,60.7,61.83,63.77,65.88,67.06,68.58,69.17,69.91,70.18,75.32,75.07,77.23,79.81,82.59,90.45,90.61,94.99,98.3,100.35,103.88,101.87,98.88,99.25,102.41,101.63,102.56,103.39,104.25,
Equatorial Guinea,GNQ,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,40.49,42.66,42.42,43.34,45.68,45.22,45.65,46.16,49.85,50.8,51.74,54.24,54.94,55.35,58.13,58.7,59.21,60.93,61.2,61.76,64.81,66.97,67.3,68.74,70.31,71.75,73.43,75.11,76.79,79.27,80.95,82.63,84.31,91.57,92.94,94.18,95.55,96.79,98.56,99.49,100.11,102.27,102.17,107.16,111.27,103.84,101.87,106.01,106.03,115.04,115.6,117.29,87.78,100.25,105.64,94.1,99.23,91.54,100.24,112.68,99.61,
Greece,GRC,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,47.96,52.78,56.28,57.89,61.29,66.67,69.81,68.49,75.49,79.43,82.33,86.58,92.36,102.88,108.13,109.94,108.53,109.8,112.4,112.26,110.66,110.62,109.51,110.17,108.18,107.89,110.43,111.97,112.41,112.97,111.79,111.7,113,112.85,115.88,114.86,109.6,108.98,106.3,109.98,110.14,111.16,115.41,111.48,114.22,111.45,107.62,110.37,110.72,110.17,109.08,108.5,113.9,101.34,99.74,98.93,96.79,93.79,94.04,96.64,97.23,
Grenada,GRD,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,66.57,73.3,76.47,79.74,84.03,90.29,78.83,86.87,90.87,92.01,88.37,85.05,88.9,89.83,86.42,81.41,82.11,81.87,78.57,78.46,82.87,79.83,78.22,74.21,75.12,75.58,74.32,73.56,74.05,78.07,77.82,74.13,72.78,79.85,82.83,77.95,73.43,70.28,77.25,76.13,80.11,88.29,88.41,86.56,85.86,112.96,106.44,101.15,103.99,99.86,100.23,100.01,94.15,99.18,95.98,104.84,101.51,119.76,128.82,141.89,142.11,
Greenland,GRL,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,15.38,15.45,16.69,16.99,16.74,16.15,17.75,19.84,20.83,22.31,23.92,24.78,24.51,23.65,24.73,25.74,26.69,26.12,23.97,25.7,25.6,26.15,28.24,29.24,27.81,25.48,28.07,30.37,33.19,34.33,30.21,29.83,32.56,34.61,36.55,37.91,40.61,40.05,39.9,40.32,45.66,51.44,51.08,51.68,52.48,55.75,58.41,59.32,65.17,67.12,70.65,76.05,78.94,97.09,99.75,103.16,105.96,108.82,107.52,120.6,114.05,
Guam,GUM,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,28.52,29.62,30.26,33.6,36.21,37.9,38.82,43.56,48.16,48.84,51.8,54.25,57.11,52.8,56.44,59.27,58.62,54.09,46.53,47.33,46.57,38.21,29.04,27.56,25.82,27.29,30.75,33.56,30.75,29.62,30.76,38.97,40.74,44.79,43.96,53.6,53.51,51.56,51.92,51.44,52.57,57.58,71.84,74.51,72.08,67.25,76.87,73.32,80.84,76.98,84.7,90.69,93.08,96.84,100.89,102.27,99.96,123.24,121.77,130.87,139.08,
High income,HIC,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,95.16,136.42,127.35,98.7,87.33,87.81,93.51,123.07,133.95,141.88,151.86,167.63,130.18,124.63,114.55,123.1,144.64,154.66,174.08,90.37,196.43,191.63,189.14,177.71,192.27,169.45,176.56,178.98,156.27,137.99,115.98,73.96,86.58,46.38,59.82,66.97,72.65,81.75,96.87,101.82,105.92,96.13,114.26,104.97,110.09,112.68,117.75,97.42,117.95,102.09,91.76,95.28,104.61,96.3,96.19,107.51,99.7,113.38,233.68,278.14,244.78,
Honduras,HND,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,19.75,20.57,20.96,20.17,20.32,20.82,23.57,25.18,25.36,26.32,30.12,31.4,32.2,29.33,31.72,33.29,33.17,41.47,29.53,42.8,44.88,38.35,33.5,34.48,35.55,32.76,40.96,43.61,44.56,47.82,49.07,50.56,49.74,65.24,63.41,70.29,68.55,70.07,69.26,70.14,69.6,76.23,82.44,86.07,90.14,92.81,96.7,103.86,91.82,90.99,94.57,96.43,95.77,96.02,100.52,103.46,105.01,106.84,108.24,104.57,112.21,
Heavily indebted poor countries (HIPC),HPC,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.49,80.07,72.79,69.14,66.32,67.04,68.18,71.96,61.76,68.75,67.46,69.38,75.48,82.39,82.87,88.47,85.5,87.52,90.01,93.11,105.56,87.74,98.38,96.4,105.22,105.02,104.72,101.45,102.39,102.37,
Haiti,HTI,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,35.86,36.7,37.78,38.77,39.96,40.81,44.22,45.12,46.46,47.99,49.44,51.38,52.21,53.14,54.44,56.02,55.28,58.03,56.41,55.05,55.47,59.72,61.52,62.94,63.35,63.22,61.06,59.7,58.06,55.29,59.48,63.04,65.55,66.45,62.05,67.53,70.08,76.38,75.89,89.13,91.28,94.09,95.07,94.76,96.1,94.98,97.03,97.87,96.75,97.2,99.94,100.99,100.37,97.95,99.8,102.25,100.54,97.31,98.85,101.01,102.15,
Hungary,HUN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,99.22,100.39,101.55,100.8,104.86,103.19,106.47,116.14,114.33,118.43,129.49,131.47,130.84,139.87,148.57,142.69,154.98,160.25,165.69,169.05,170.92,181.35,185.91,188.81,182.5,178.58,184.93,184.5,182.81,183.82,152.53,137.45,123.17,113.89,112.57,116.86,113.56,116.49,116.93,124.25,118.03,122.21,114.71,108.28,101.25,97.92,98.49,98.4,96.08,89.46,92.96,91.45,88.52,96.17,101.36,102.47,100.36,103.91,103.47,100.06,104.88,
IBRD only,IBD,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,13.15,13.82,13.78,14.31,14.52,14.3,14.24,14.91,15.16,16.96,17.52,18.4,18.96,20.09,20.56,21.44,21.79,22.35,23.95,25.49,26.67,28.18,31.76,33.65,35.82,39.55,40.66,42.33,44.75,47.61,44.99,50.33,54.27,57.25,54.36,58,57.55,49.73,46.25,52.09,56.63,62.92,66.34,70.83,64.31,72.83,72.06,71.9,74.32,79.39,86.09,91.04,94.01,94.06,99.13,106.81,159.79,166.82,166.78,168.31,173.66,
IDA only,IDX,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,14.53,14.62,14.67,14.64,14.69,14.87,15.13,15.81,16.09,15.96,16.83,17.05,17.42,18.16,18.87,19.84,20.58,21.01,21.9,22.81,24.22,25.68,27.25,28.6,30.06,31.15,31.99,32.9,34.46,35.65,37.84,38.7,38.44,40.05,42.36,43.02,44.99,47.56,49.88,51.39,53.74,55.4,57.08,60.23,62.68,66.08,69.98,72.8,76.03,79.5,83.28,86.44,90.34,95.33,99.83,104.84,110.49,116.58,122.6,125.44,125.18,
Not classified,INX,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,42.58,40.88,42.13,44.44,43.23,45.57,52.15,51.43,51.19,50.73,57.02,55.69,52.95,61.27,71.43,62.6,68.68,74.86,71.34,78.79,68.18,72.34,78.14,82.16,85.58,89.26,85.56,82.9,81.1,90.4,89.04,90.24,88.27,83.05,84.83,88.44,89.91,92.59,97.1,91.59,92.98,88.9,89.83,89.67,87.49,87.4,89.61,85.58,84.84,88.61,89.91,85.93,89.16,95.59,100.23,104.18,111.47,113.79,116.4,119.61,120.57,
"Iran, Islamic Rep.",IRN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,19.63,20.77,19.95,20.34,20.64,20.63,21.69,22.37,23.09,23.85,24.47,25.24,26.09,26.8,27.07,28.88,29.94,31.95,32.7,32.54,33.95,35.78,36.92,38.15,39.17,41.59,42.16,42.5,45.59,48.54,50.87,54.28,57.06,59.91,60.67,63.98,66.75,68.67,68.8,73.28,75.51,77.64,80.65,84.39,89.3,93.37,98.82,88.98,91.06,93.76,96.05,101.44,103.97,107.02,97.34,95.64,96.02,93.17,90.69,98.65,96.89,
Iraq,IRQ,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,91.55,91.9,91.23,90.95,88.49,90.53,92.82,96.37,99.55,104.08,104.34,104.98,103.54,102.29,100.95,111.2,111.29,110.86,112.84,115.81,114.7,135.27,123.8,134.8,141.48,149.13,148.54,149.61,173.88,156.26,65.66,74.28,85.13,84.65,75.58,72.58,82.76,85.41,93.16,106.89,115.34,119.73,79.62,87.81,102.91,94.97,97.35,104.72,99.64,108.19,119.15,122.36,110.53,111.48,98.43,90.1,91.91,96.78,107.94,110.26,107.18,
Iceland,ISL,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,78.88,83.26,81.18,79.95,84.3,82.18,86.59,80.65,81.12,77.09,75.96,82.1,85.31,88.78,91.61,89.91,90.98,95.97,97.58,89.91,91.23,90.03,89.51,87.8,90.49,91.11,86.49,77.59,73.38,73.71,74.07,73.11,70.11,71.52,71.29,69.28,70.53,72.24,76.08,79.61,78.65,80.27,81.2,80.89,80.12,82.37,86.95,88.67,88.74,88.96,91.27,94.14,93.38,95.66,100.27,104.08,107.9,108.49,106.78,103.33,103.49,
Israel,ISR,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,15.23,16.93,16.86,18.32,18.34,18.99,20.81,21.08,21.44,22.8,24.15,25.63,26.52,28.63,30.42,33.54,34.66,34.66,34.57,34.07,34.49,36.76,38.34,41.43,40.2,38.87,40.28,43.48,43.04,43.67,46.24,48.01,50.14,53.73,53.05,53.97,54.85,52.38,55.04,67.44,68.58,73.72,74.98,76.33,77.74,77.73,83.31,87.18,84.11,86.25,87.15,92.03,91.21,98.22,100.19,101.59,104.54,103.88,103.11,107.31,103.65,
Italy,ITA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,71.28,72.29,65.17,69.6,73.96,80,79.63,83.84,85.31,86.44,85.1,83.87,89.08,92.23,90.34,93.14,99.63,101.49,105.93,108.79,108.05,108.41,112.15,114.36,112.91,109.71,112.24,113.17,111.57,115.86,106.2,108.29,109.53,109.86,113.69,114.88,115.1,111.39,115.62,114.38,113.5,114.18,110.4,110.28,109.73,107.17,110.65,114.54,111.74,109.66,106.88,109.28,103.92,96.02,101.51,102.47,100.09,106.33,107.13,104.74,107.27,
