Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Jamaica,JAM,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,25.9,25.25,25.43,26.17,25.88,28.25,32.36,33.07,35.1,35.46,36.8,35.51,40.46,41.2,41.99,44.9,46.34,46.29,46.34,46.45,45.41,44.53,50.25,54.68,45.95,49.3,52.94,50.78,48.79,75.36,72.18,75.09,68.61,68.93,70.27,74.47,75.65,78.87,84.49,85.23,86.62,88.85,93.51,91.73,94.35,91.39,91.32,93.13,92.86,90.01,90,91.99,92.98,94.93,98.27,106.8,106.86,109.12,109.42,104.43,106.89,
Jordan,JOR,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,7,7.95,9.28,11.14,14.21,15.53,10.45,11.1,10.77,10.75,14.66,13.92,15.25,12.44,14.36,12.94,14.4,14.78,15.35,16.2,17.02,17.62,22.22,27.37,31.06,31.07,31.14,29.57,26.38,30.65,38.15,46.87,52.82,50.49,52.58,53.42,52.82,53.02,56,56.45,57.33,57.96,62.6,66.8,67.88,67.77,77,86.56,86.26,92.86,93.7,95.48,92.15,99.43,96.91,103.65,112.54,125.86,118.79,126.9,121.38,
Japan,JPN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,27.94,31.89,33.6,38.18,40.29,40.23,43.05,46.15,51.34,57.04,59.93,62.24,61.99,65.79,66.05,66.64,72.37,77.86,81.93,83.42,83.84,86.3,88.43,90.6,93.96,95.07,96.8,97.89,98.52,97.97,98.02,99.44,99.28,97.17,95.62,94.34,93.94,93.13,93.04,92.27,89.4,92.38,91.69,91.55,91.08,91.84,92.5,92.74,93.49,92.75,90.57,93.12,100.8,100.02,99.63,100.35,100.89,101.91,102.47,103.8,105.28,
Kazakhstan,KAZ,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.93,131.57,122.45,102.66,84.1,74.09,68.04,67.8,65.73,67.2,69.91,72.47,76.63,80.02,83.9,87.34,90.37,92.08,95.36,94.17,91.21,93.25,96.97,99.99,103.05,107.72,111.49,116.09,119.55,123.74,
Kenya,KEN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,20.92,20.81,19.72,20.89,21.9,21.82,21.99,23.23,23.59,25.94,27.14,28.06,28.07,28.24,28.34,29.82,34.88,36.36,37.35,35.58,33.45,37.52,40.28,41.66,43.14,46.54,50.72,55.26,55.59,54.65,55.87,55.34,54.4,54.72,55.14,55.19,57.85,57.7,62.51,60.46,65.63,71.31,74.42,80.6,86.66,90.14,94.74,99.66,105.59,105.36,106.1,102.75,103.52,103.53,108.58,87.9,78.29,85.31,105.26,103.03,102.62,
Kyrgyz Republic,KGZ,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.03,90.36,81.71,73.92,75.08,74.62,76.25,79.71,81.19,82.85,84.26,82.83,80.74,80.65,81.15,82.25,83.81,85.38,87.91,88.4,89.64,91.2,97.74,99.9,102.37,104.34,106.28,109.6,111.72,111.79,
Cambodia,KHM,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,20.56,22.92,23.47,22.34,24.33,26.07,31.45,34.88,40.07,39.54,39.03,38.68,38.31,34.96,27.91,23.29,20.39,18.29,15.82,16.12,19.47,29.6,32.73,37.82,42.99,44.85,48.03,53.47,59.07,57.37,60.2,70.39,73.58,72.72,75.34,78.5,83.47,85.09,86.8,99.15,99.84,96.37,100,102.62,108.87,112.57,107.66,101.73,100.29,98.71,101,99.01,100.36,101.84,98.54,99.62,100.42,98.28,96.35,88.06,92.88,
Kiribati,KIR,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,38.76,38.97,39.16,45.69,45.88,40.75,40.94,41.3,41.61,41.88,42.48,42.88,43.16,43.37,43.59,44,44.22,44.43,44.61,44.82,45.51,46.07,46.55,47.04,47.53,48.22,48.7,49.04,49.61,50.1,50.59,51.07,51.56,51.72,53.35,53.71,54.17,54.17,53.67,60.32,65.49,72.81,72.92,74.17,77.27,82.07,88.36,90.67,91.48,93.62,94.78,96.95,95.14,98.55,100.05,101.41,103.54,105.95,106.73,108.72,110.43,
St. Kitts and Nevis,KNA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,204.17,205.38,210.9,213.47,219.76,231.71,217.12,207.04,208.38,211.8,212.87,208.3,206.37,210.26,208.7,216.59,218.17,227.58,231.06,247.72,257.37,241.56,243.72,213.56,228.86,233.17,232.64,221.13,212.64,216.17,221.28,219,208.12,217.66,221.4,222.13,224.78,219.31,227.87,199.76,222.21,201.26,214.83,208.12,189.2,126.04,141.91,159.06,149.42,147.96,142.57,105.36,93.73,98.61,103.7,97.68,74.03,75.87,63.96,65.95,74.58,
"Korea, Rep.",KOR,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,4.65,4.31,5.56,6.64,6.71,6.76,6.64,7.29,8.81,9.42,10.09,10.95,11.63,13.11,15.45,16.08,16.9,18.41,22.84,24.22,23.84,24.72,27.7,32.32,36.69,39.33,43.05,44.61,43.68,46.42,48.13,58.04,61.36,62.96,64.84,70.03,74.59,77.03,79.93,76.16,73.98,76.44,77.76,71.46,73.55,77.26,80,82.2,86.63,85.5,79.71,90.14,96.95,98.21,101.56,100.24,98.91,103,105.2,109,109.08,
Kuwait,KWT,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,7.18,7.22,8.13,6.63,8.44,8.82,7.13,6.69,10.41,11.69,12.11,11.91,11.6,11.75,11.57,13.13,13.49,15.33,20.96,23.12,19.34,16.26,23.11,28.03,32.63,33.32,37.01,35.7,34.53,25.83,1.31,7,14.62,22.13,29.83,27.64,36.16,38.73,37.05,36.77,36.25,38.86,39.44,38.05,40.13,39.95,45.14,40.65,61.85,55.44,81.55,91.82,75.03,90.78,92.9,116.32,114.24,124.03,116.49,115.93,127.23,
Latin America & Caribbean (excluding high income),LAC,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,16.57,17.16,17.26,20.24,21.75,23.85,26.28,25.57,25,24.43,23.68,21.89,19.09,18.87,17.52,19.79,19.51,19.88,22.68,27.41,29.35,30.08,31.78,34.04,34.69,37.56,42,41.77,48.81,48.68,44.08,46.74,51.06,54.01,63.27,63.54,67.61,70.37,79.25,72.31,78.09,82.79,91.31,93.19,96.44,100.94,102.99,103.92,94.99,103.94,118.25,112.69,86.74,84.49,111.79,103.72,122.06,103.19,171.87,169.36,182.65,
Lebanon,LBN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,19.53,23.21,25.12,29.39,31.57,36.72,36.08,35.46,33.57,34.61,35.8,39,37.58,40.1,34.45,19.68,20.55,33.04,47.08,57.71,58.29,60.38,57.85,55.27,54.36,55.01,56.38,56.38,55.42,57.83,60.67,61.1,61.29,63.53,63.67,71.39,78.67,82.82,84.93,91.01,89.62,99.96,104.18,107.18,105.36,101.41,110.42,118.22,104.59,77.54,88.45,90.61,95.17,98.43,100.5,101.07,103.81,110.46,104.78,101.22,107.81,
Liberia,LBR,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,22.93,23.66,24.4,25.15,25.92,26.67,27.7,29.18,30.31,31.67,32.96,34.05,35.37,36.69,37.15,38.71,39.74,41.14,42.05,43.2,44.83,46.49,47.62,48.7,50.24,51.13,52.53,52.41,52.89,52.47,54.55,54.53,54.96,55.26,55.71,57.32,57.96,58.86,60.16,62.82,63.58,64.51,65.44,66.98,67.82,71.02,74.99,79.13,84.39,90.66,95.45,97.66,95.87,99.01,100.43,100.56,99.79,104.56,106.06,106.02,109.8,
Libya,LBY,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,16.33,16.57,16.96,18.12,21.62,26.12,23.18,25.18,27.66,30.05,27.92,34.65,33.39,37.41,45.56,48.18,42.17,46.17,53.11,57.77,54.46,62.71,65.78,64.55,65.31,64.54,62.71,65.66,73.46,79.55,79.88,78.39,78.12,82.83,91.81,97.09,94.24,99.29,101,94.46,96.29,99.12,99.33,101.46,107.26,109.97,117.6,114.01,122.3,127.84,126.6,126.8,125.97,100.55,104.96,94.49,95.94,108.11,106.44,114.06,118.43,
St. Lucia,LCA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,47.96,48.07,49.51,50.66,49.75,53.26,50.62,50.56,52.65,55.31,52.79,53.86,56.8,57.86,58.12,65.33,66.55,70.08,68.12,70.72,73.31,74.83,77.76,81.74,82,80.98,80.19,81.15,78.35,78.94,80.5,84.86,85.04,87.84,86.9,79.39,82.91,83.15,86.23,81.69,74.46,89.16,97.01,96.94,91.51,88.66,114.04,104.02,111.23,103.46,104.03,102.38,95.65,99.19,100.96,99.85,97.68,101.37,104.44,101,84.53,
Latin America & Caribbean,LCN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,27.83,29.78,34.08,37.92,38.81,36.71,37.2,39.28,38.72,38.88,41.74,41.04,41.04,40.98,42.27,42.15,40.74,39.73,40.45,43.73,45.67,43.84,45.89,48.77,49.02,39.89,43.79,41.89,42.83,46.16,49.57,53.82,56.77,61.61,63.24,61.57,62.24,54.35,53.22,58.17,62.57,63.22,64.69,65.84,67.24,61.36,65.54,66.79,68.78,73.54,71.47,89,92.04,92.34,98.56,109.1,110.64,115.65,113.66,123.86,126.25,
Lower middle income,LMC,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,61.73,66.76,66.21,56.82,63.86,67.4,74.08,75.79,85.73,86.77,83.68,84.73,91.68,90.08,81.56,70.84,66.07,65.66,74.02,87.29,99.67,105.44,105.82,109.46,95.18,98.69,100.37,95.39,95.1,89.78,62.44,74.1,71.63,73.18,82.12,70.72,80.05,71.88,89.56,95.22,102.38,94.01,90.89,91.98,103.08,88.62,101.42,104.16,92.09,91.44,104.43,104.95,103.09,101.74,99.57,98.68,93.28,93.14,92.35,93.95,91.04,
Late-demographic dividend,LTE,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.44,139.33,118.59,108.95,106.95,112.1,110.67,101.29,100.06,90.11,95.01,95.47,101.28,105.69,106.09,110.08,102.34,96.4,97.1,98.16,98.88,97.88,100.95,102.01,97.05,97.51,95,94.58,92.39,91.21,
Luxembourg,LUX,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.49,86.05,85.73,86.66,86.22,84.87,82.66,84.29,82.72,84.64,87.04,87.86,87.54,88.25,93.25,101.09,105.67,108.88,113.26,115.4,120.48,120.05,
Latvia,LVA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,169.95,125.77,114.45,92.94,94.74,92.52,79.21,79.36,78.7,75.96,79.31,81.27,83.92,86.12,91.18,91.33,89.69,88.93,89.3,90.49,92.57,98.14,100.14,101.72,103.72,101.43,102.14,101.62,102.89,
"Macao SAR, China",MAC,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,32.89,40.15,47.57,47.8,50.58,49.18,49.51,49.08,49.08,55.24,56.18,57.47,58.96,60.24,60.91,61.27,64.67,65.9,74.96,71.85,72.22,71.4,66.66,64.06,65.99,71.96,71.25,69.39,70.56,70.96,70.98,70.98,72.02,68.51,68.72,73.94,69.74,83.13,103.13,105.71,112.98,157.99,100.05,86.62,104.76,118.93,165.62,94.72,109.88,110.65,94.96,114.2,100.73,133.61,81.89,84.5,92.27,87.68,77.8,64.64,61.12,
St. Martin (French part),MAF,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,20.05,18.82,18.3,18.14,19.73,20.93,21.9,23.18,23.83,24.11,24.27,26.2,26.26,25.41,23.56,22.54,24.31,26.25,28.39,29.21,33.16,33.16,31,30.94,30.09,33.46,39.17,43.5,48.84,48.96,47.09,48.22,46.73,45.15,46.86,45.35,55.27,52.37,56.97,57.52,59.06,62.2,60.58,61.91,66.51,67.82,71.27,74.6,78.24,84.4,89.36,93,92.25,95.98,103.13,100.89,110.94,113.16,115.98,112.35,112.38,
Monaco,MCO,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.02,178.63,159.78,141.85,129.05,121.34,108.9,105.35,97.35,94.46,98.88,97.02,100.22,103.48,105.56,106.17,84.29,90.37,103.67,102.42,95.91,97.34,93.79,102.03,104.17,94.88,92.1,87.96,87.7,77.49,
Madagascar,MDG,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,97.27,101.24,102.38,104.72,96,115,116.25,119.02,116.24,115.83,111.29,117.77,117.75,117.86,120.83,121.17,99.51,146.28,130.37,134.1,138.05,136.62,135.32,138.4,139.69,142.17,143.65,148.08,148.54,150.07,80.83,82.23,84.68,85.46,87.83,87.34,90.47,89.64,89.49,89.21,82.31,81.66,82.09,83.91,91.02,91.39,93.63,93.07,96.69,96.9,97.65,98.51,98.22,97.76,100.17,102.07,101.28,94.52,95.4,93.36,92.66,
Maldives,MDV,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,46.56,47.73,48.89,50.05,51.22,52.38,53.55,54.71,55.87,57.04,58.78,60.53,62.28,64.02,65.77,67.51,68.68,69.84,69.84,69.84,71.01,75.66,81.48,84.98,87.3,88.47,89.63,90.8,91.96,93.12,95.45,97.49,98.94,99.23,99.91,98.55,101.27,104.76,116.41,104.76,101.76,98.94,94.65,90.59,81.48,88.15,89.85,91.74,96.98,97.5,97.78,97.78,97.78,98.4,100.39,101.21,101.2,99.2,99.75,99.96,100.23,
Middle East & North Africa,MEA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,18.64,20.53,20.32,20.31,21.4,23.37,24.03,25.07,26.22,26.09,26.11,29.48,29.72,30.91,33.56,37.22,40.12,42.12,41.46,44.19,46.88,48.2,51.17,49.23,49.96,55.41,54.73,52.84,49.27,53.7,52.96,54.96,57.4,59.97,62.58,61.07,63.73,67.17,70.51,73.28,75.8,77.73,79.06,81.75,83.59,86.32,88.05,89.79,90.98,92.39,94.75,95.03,96.3,97.79,99.86,102.35,105.16,108.6,112.01,114.88,117.46,
Marshall Islands,MHL,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.02,92.19,94.19,90.63,85.46,82.94,79.78,81.36,84.5,84.88,81.76,84.98,91.92,88.71,94.45,111.41,107.4,101.96,103.06,102.17,98.74,99.9,101.54,96.21,102.25,101.67,101.77,100.47,101.79,88.56,
Mali,MLI,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,55.54,58.07,61.9,65.9,71.04,74.07,77.46,79.65,83.66,84.68,82.24,71.82,58.96,63.37,72.33,77.56,80.94,91.51,96.38,105.27,118.11,121.97,113.54,106.89,91.77,102.13,101.25,105.71,109.37,114.28,76.76,78.81,80.13,80.78,81.19,80.46,77.69,79.21,80.34,80.6,79.69,84.97,89.96,98.64,107.6,105.71,129.37,129.91,131.77,105.68,109.46,94.62,88.22,92.39,100.27,107.35,109.73,111.13,119.57,131.95,126.17,
Malta,MLT,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,49.71,48.26,47.25,49.67,58.07,52.46,51.41,67.65,67.48,74.28,74.14,75.51,80.55,77.69,77.38,82.46,95.79,94.38,81.36,74.59,77.73,73.01,82.44,88.37,97.04,100.17,101.3,104.21,104.5,103.58,109.53,123.42,123.69,131.25,116.58,130.47,135.53,139.97,140.39,132.74,136.97,138.92,137.59,122.67,118.89,118.32,119.42,125.77,116.44,112.54,103.58,101.37,101.93,103.59,98.23,98.18,96,94.63,86.53,97.81,97.15,
Myanmar,MMR,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,4.81,4.89,5.29,5.65,6.04,6.34,6.79,6.91,7.16,7.54,7.69,7.67,8.3,8.15,8.46,8.81,9.02,9.36,9.99,10.43,11.28,12.05,12.82,13.71,14.18,14.2,14.6,15.05,12.13,9.68,9.51,9.94,10.16,10.57,11.41,12.22,12.95,13.71,15.91,18.68,20.34,22.82,27.5,32.23,38.15,43.23,47.85,52.84,61.04,67.17,71.5,77.76,84.89,93.58,101.25,105.18,108,37.21,37.65,40.83,41.51,
Middle East & North Africa (excluding high income),MNA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.93,123.12,98.07,82.2,77.05,104.64,89.7,105.47,98.26,95.51,106.23,95.29,98.93,100.95,107.07,106.87,
Mongolia,MNG,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,59.95,54.05,49,49.51,53.44,57.6,59.05,55.92,56.95,57.27,56.23,61.02,59.28,65.74,71.67,67.76,63.27,71.66,70.81,67.56,68.64,68.76,68.46,68.87,66.07,71.59,70.65,66.77,70.61,72.03,75.16,68.14,60.41,58.07,62.28,71.43,67.13,74.81,82.5,80.25,62.27,57.33,47.07,57.94,54.68,52.45,58.07,65.71,80.07,60.99,66.48,70.51,80.13,80.7,114.07,105.23,110.7,127.38,132.42,171.64,127.31,
Northern Mariana Islands,MNP,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,11.53,12,12.32,12.75,13.61,13.6,14.23,14.99,15.25,15.89,16.56,16.96,17.52,18.02,18,15.4,16.44,16.87,17.43,17.9,18.32,18.21,18.05,18.54,19.28,18.4,18.12,18.89,19.15,16.07,33.22,36.67,39.92,42.64,46.8,46.95,46.76,46.86,47.89,49.7,50.75,50.16,51.33,55.27,60.04,59.35,64.66,66.84,76.49,86.23,92.71,90.71,93.34,104.79,98.24,96.97,113.55,122.88,117.91,124.64,127.57,
Mauritania,MRT,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,50.57,51.77,52.67,54.26,55.66,57.66,59,61.37,59.09,59.12,59.45,57.29,50.76,47.49,48.7,53.69,57.68,59.94,60.97,63.92,65.39,63.72,61.48,59.3,61.82,62.09,62.13,63.4,66.73,72.31,57.49,55.19,49.38,51.67,52.61,56.7,59.15,62.86,64.45,72.46,75.12,78.68,80.3,82.27,83.76,83.63,83.64,81.9,83.01,87.81,90,92.89,95.22,95.56,101.31,103.13,101.21,103.37,104.27,103.42,104.43,
Mauritius,MUS,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,15.61,15.94,17.85,17.44,16.46,15.55,15.76,16.62,15.74,16.41,16.33,17.15,18.01,19.75,21.6,23.43,24.43,18.64,24.35,23.36,22.43,24.01,23.94,22.99,24.12,27.43,30.75,33.87,34.53,37.15,36.67,41.7,44.7,47.79,48.64,50.71,50.74,45.78,58.56,59.51,69.19,73.61,74.8,80.75,78.51,83.22,88.87,90.83,93.2,99.38,100.81,101.73,102.67,101.71,99.87,98.43,101.71,104.27,108.63,100.39,103.08,
Malawi,MWI,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,5.41,5.64,6.08,6.2,6.26,6.57,7.71,8.09,9.33,9.45,9.21,9.3,9.87,10.58,10.96,11.77,12.6,13.08,12.76,13.52,16.18,16.93,15.7,15.85,13.97,17.53,17.76,17.29,17.25,17.84,20.14,20.51,20.62,19.12,20.12,24.83,22.09,23.49,23.83,27.21,28.98,26.12,27.27,30.23,29.05,32.43,37.91,43.91,48.28,49.48,62.65,73.81,82.16,90.62,101.64,107.74,127.72,162.36,145.86,143.23,161.85,
Malaysia,MYS,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,5.3,5.51,5.78,6.29,6.79,7.35,7.65,7.89,8.66,8.96,9.6,10.08,10.09,10.77,13.19,14.05,13.85,14.28,14.7,15.79,16.57,17.87,19.5,20.65,23.43,25.06,28.61,29.78,33.4,38.21,39.32,43.71,48.16,50.79,51.79,51.5,52.06,52.4,48.35,47.76,50.5,53.34,54.85,58.97,62.68,65.31,68.1,69.32,71.94,79.26,81.37,84.87,89.94,94.65,100.59,104.77,102.78,100.45,97.47,102.55,100.37,
North America,NAC,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,128.18,109.17,139.11,139.14,136.38,127.33,148.73,157,154.15,167.88,183.6,204.93,213.48,218.97,139.67,155.83,147.09,161.68,168.47,179.91,183.69,136.85,112.78,116.69,129.34,134.77,146.85,146.46,159.44,149.74,100.01,95.87,96.67,97.75,92.4,91,72.94,80.76,105.48,131.85,112.18,110.28,115.66,102.81,101.69,99.36,101.29,103.04,103.9,104.38,104.63,106.32,105.93,103.37,97.78,98.85,102.95,97.29,96.69,96.86,98.07,
New Caledonia,NCL,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,62.22,64.64,65.53,63.63,65.34,61.77,63.95,66.5,63.8,64.84,69.38,70.78,64.67,49.79,57.08,46.97,55.91,56,57.94,56.61,55.53,56.93,56.71,60.87,72.39,70.23,60.58,60.55,57.75,67.32,74.8,80.41,84.8,91.11,85.33,94.4,91.44,92.68,94.95,92.66,93.02,93.06,94.99,96.63,88.91,82.41,85.47,85.93,85.6,91.1,91.69,94.99,93.68,98.32,111.55,90.12,90.21,88.73,93.38,94.37,94.3,
Niger,NER,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,35.51,37.29,38.94,40.2,41.13,43.3,46.38,51.78,51.92,55.58,52.54,53.34,46.67,46.68,48.54,49.56,67.07,67.08,63.5,71.13,71.65,72.44,72.65,63.27,48.72,52.84,57.56,61.56,64.71,69.61,64.04,71.72,75.98,78.46,76.5,88.71,91.45,96.47,101.93,64.56,66.81,67.06,70.88,71.93,79.18,82.93,80.64,81.63,85.41,89.92,89.7,95.03,86.98,89.48,104.17,106.35,111.01,113.26,115.6,124.59,115.37,
Nigeria,NGA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,17.19,15.71,15.95,17.6,18.55,18.07,20.08,19.82,23.16,23.85,23.45,21.78,25.79,27.79,27.98,33.58,31.92,34.08,36.88,44.84,42.52,45.88,50.04,51.7,57.97,51,52.06,50.35,49.54,50.35,50.04,50.77,55.24,60.22,61.94,63.55,65.9,71.91,75.19,74.71,81.1,85.71,83.38,86.49,87.33,85.91,92.88,95.14,98.7,98.36,95.04,90.28,98.47,99.84,101.97,98.18,100.67,103.82,103.35,101.13,101.42,
Nicaragua,NIC,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,20.03,20.67,23.04,23.62,24.2,26.22,27.58,30.89,34.61,38.41,38.66,41.39,39.79,35.94,43.81,48.35,52,54.52,64.73,35.51,25.85,29.89,29.21,29.9,28.48,26.36,24.01,23.55,28.94,30.89,27.16,29.19,32.13,31.87,31.49,32.03,33.66,32.22,41,47.28,49.02,50.57,54.1,58.53,61.2,66.62,71.3,74.42,79.73,85.28,88.27,86.15,96.04,98.88,97.03,104.09,117.54,115.62,119.43,123.24,126.91,
Netherlands,NLD,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,41.6,44.03,44.81,42.25,44.4,45.4,48.55,51.35,52.42,57.63,59.74,59.86,62.17,68.77,70.64,72.41,73.63,77.9,81.93,85.03,88.56,90.48,93.51,95.78,96.72,98.93,97.15,97.16,92.68,96.6,91.66,94.66,94.76,92.52,93.17,93.61,88.62,95.78,94.41,93.21,87.27,85.87,79.32,82.44,82.67,81.71,83.24,84.09,85.84,86.65,89.15,88.67,91.73,94.24,101.64,104.12,100.6,97.06,99.24,102.07,103.61,
