Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Czechia,CZE,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020170951,0.017267177,0.032257139,0.027367872,0.013068634,0.00885416,0.006969647,0.006422675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Germany,DEU,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.007923912,0.005552352,0.005770435,0.018645551,0.007346048,0.00199819,0.002259435,0.002275603,0.001808987,0.005257931,0.01373761,0.009637839,0.004320374,0.006286435,0.001249619,0.001203284,0.000296965,0.000442703,0.000600096,0.000503216,0.000270798,0.000441766,0.000176869,2.13E-06,3.05E-06,9.41E-06,6.64E-06,1.09E-05,9.48E-05,6.42E-05,0.0002237,0.000135461,0.000118207,6.15E-05,9.53E-05,0.000264627,0.000313028,0.000748753,0.001026285,0.000235531,0.000979485,0.001248538,0.000749162,0.000689014,0.000393111,0,0,0,0,0.030351725,0.03205024,
Djibouti,DJI,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dominica,DMA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Denmark,DNK,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.000566697,8.43E-05,0.00043675,0.000411159,0.000476079,5.69E-05,0.000225097,0.000365955,0.000283134,0.000559655,0.004724307,0,0,0,0,0,0,0,0,0.025574308,0.008595117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002988062,0.002797437,0.004809024,0.006043621,0.005622294,0,0.000892645,0.002819997,0.000595018,0,0,0,0,0,0,0,
Dominican Republic,DOM,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.666930707,0.725502233,1.874563327,2.585030661,2.598981239,2.087754909,1.965110213,1.706105435,0.805252155,2.008545368,3.037912363,1.901186345,0.782645977,1.044589765,0.683252995,1.41167154,0.537934961,1.171510963,5.683376058,4.456461006,1.929251251,1.338864824,0.747149722,0.23134042,0.752016211,1.09234745,0.671155359,0.463657242,0.016306245,0.163860529,0.317058364,0,0.008183107,0.515241558,1.187933793,0.704552608,1.571477951,2.49633606,0.203833347,0.095712281,0.116273238,0.295353946,0.404673374,0.974400857,0.973349625,0.487794699,1.22105831,0.984084371,0.832348887,1.021820937,1.329002526,
Algeria,DZA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.171412475,0.182914659,0.152052987,0.158091711,0.326816267,0.305620274,0.174381269,0.285054422,0.06580294,0.060583782,0.077787368,0.077124549,0.096124336,0.067453385,0.05356503,0.046260581,0.031758167,0.024720881,0.049804137,0.062889309,0.045331513,0.038261016,0.046217872,0.029658478,0.025530152,0.023241916,0.024073064,0.016702995,0.043122512,0.025948675,0.021608573,0.020991357,0.017327512,0.010831076,0.014369281,0.048962941,0.072429162,0.130356726,0.334279218,0.171706903,0.153743242,0.155594315,0.142987801,0.079900724,0.054505188,0.056402997,0.050957139,0.040806992,0.028478399,0.002897364,0.00497124,
East Asia & Pacific (excluding high income),EAP,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.334139354,0.26371778,0.30926544,0.538999591,0.779758129,0.405771386,0.564797301,0.631208652,0.579898652,0.795308365,0.857265195,0.69608068,0.534758229,0.541267528,0.403148427,0.390114711,0.300381764,0.425898949,1.126891836,0.703991748,0.552505062,0.567191701,0.491936898,0.338857155,0.332958288,0.358688315,0.25959027,0.244229497,0.425453976,0.337905033,0.220634243,0.184501466,0.189364382,0.210237249,0.325241157,0.719068521,1.136838661,2.003968571,1.990780154,0.959455201,1.816638318,2.088484207,0.751503312,0.607767671,0.364425136,0.209474412,0.205554667,0.262113218,0.244013984,0.133871007,0.297732868,
Early-demographic dividend,EAR,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.442666747,0.344841686,0.373181121,0.599154042,0.729923579,0.386587855,0.39786666,0.403863739,0.28702228,0.622625704,1.16884574,0.646246421,0.539877601,0.646355023,0.308415676,0.44052105,0.366104671,0.496676796,0.923422418,0.894044743,0.534355284,0.402873064,0.31885631,0.243579978,0.311278955,0.290264678,0.272593768,0.211017515,0.193653577,0.162765563,0.185457139,0.159591846,0.192989127,0.188605765,0.304979266,0.507125759,0.802876527,1.10436554,1.016867824,0.700105317,1.083019499,1.246853958,0.847890765,0.761711309,0.51715505,0.325085559,0.424598459,0.514530503,0.518516819,0.501059842,0.524876579,
East Asia & Pacific,EAS,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.315176112,0.262488313,0.232351674,0.340900505,0.461427357,0.296174402,0.359296412,0.345919564,0.225835104,0.306280762,0.355345809,0.263205154,0.251270399,0.223701121,0.205556089,0.206725658,0.131019355,0.139065464,0.319576176,0.217856345,0.183771699,0.163872199,0.141273767,0.094220201,0.09364704,0.101734926,0.095385239,0.098678672,0.149410736,0.116730377,0.0989715,0.102922154,0.104304728,0.103206029,0.154527907,0.348607114,0.589951605,1.091299254,1.147717495,0.578984058,1.174084287,1.379775279,0.607683316,0.601232165,0.406976669,0.242211559,0.260785196,0.335124495,0.307177986,0.27680753,0.406424388,
Europe & Central Asia (excluding high income),ECA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.214782947,0.118744246,0.094471623,0.204420724,0.163886327,0.070624437,0.093626575,0.079456108,0.049910095,0.049736358,0.180111276,0.129805257,0.142745048,0.123993745,0.136820259,0.158547074,0.056233167,0.0433022,0.101651007,0.105289495,0.027920951,0.017727955,0.94346817,0.518407484,0.495359308,0.417865269,0.293418756,0.201635676,0.299256478,0.387511744,0.375444628,0.260154282,0.309242733,0.230112257,0.316227985,0.485787684,0.867896863,1.236662651,0.961478757,0.676052863,1.303027632,1.329640685,0.993306957,0.826413387,0.678275468,0.59052645,0.748218265,0.827696159,0.823733934,0.745925576,1.049391054,
Europe & Central Asia,ECS,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.030032083,0.019732484,0.017351771,0.043696223,0.056410062,0.015251524,0.027157438,0.021173051,0.011233141,0.018754611,0.023926401,0.015339045,0.015433448,0.013875444,0.011336377,0.011063522,0.004451972,0.006295198,0.04276365,0.046675829,0.020601225,0.012983886,0.084623624,0.051372333,0.043668397,0.037160013,0.023909645,0.021800574,0.022733284,0.024596939,0.029805946,0.01933554,0.022774833,0.018049171,0.032624375,0.057669224,0.121371759,0.17755747,0.147795426,0.090981409,0.291093283,0.353864099,0.267588009,0.231732626,0.190605091,0.112195644,0.152684479,0.20585213,0.191413069,0.123466611,0.159256406,
Ecuador,ECU,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.006502124,0.006222404,0.006292252,0.008787556,0.003854955,0.000934484,0.001704373,0.003200873,0.001704809,0.007184832,0.01153955,0.003190886,0.00107556,0.00055048,0.150423367,0.089491029,0.126013933,0.241321469,0.167219997,0.048323116,0.031413011,0.256245452,0.023722829,0.015859853,0.029985693,0.175258715,0.134112002,0.029750702,0.01295096,0.015909071,0.031250468,0.010199919,0.059176423,0.104498851,0.086226618,0.090409613,0.120095801,0.071592742,0.022354193,0.140750723,0.144998504,0.193071406,0.18333277,0.1644248,0.08896544,0.064381013,0.082895842,0.085198639,0,0,0,
"Egypt, Arab Rep.",EGY,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.014116729,0.014431045,0.011055382,0.012426821,0.2349248,0.245287511,0.103076559,0.199392881,0.052037506,0.045055139,0.071887849,0.082839475,0.068986599,0.04813238,0.034117682,0.038882891,0.02767167,0.026829837,0.027437431,0.035553209,0.045956865,0.03656139,0.043776895,0.024817259,0.015612185,0.013129372,0.01632923,0.015352368,0.040220807,0.027137317,0.013091261,0.023851184,0.021749874,0.019072091,0.015340038,0.048670842,0.061531927,0.096937624,0.692250376,0.619644963,0.214751119,0.468659628,0.501690673,0.284747395,0.1820463,0.126127266,0.164875625,0.213603224,0.067807787,0,0,
Euro area,EMU,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.025610273,0.017582652,0.015568328,0.036351451,0.045368821,0.012435788,0.020037726,0.016084393,0.009061893,0.015317927,0.019759443,0.012251062,0.011116753,0.010355596,0.007017716,0.005883391,0.003026558,0.002923149,0.024964161,0.028764967,0.00900848,0.007681132,0.00721156,0.004180025,0.004734092,0.004322977,0.002145766,0.002759844,0.001168387,0.001539535,0.0022397,0.000763452,0.000960343,0.000755148,0.003093459,0.004932389,0.015264681,0.01867216,0.008224796,0.003911717,0.011691912,0.013248213,0.013977365,0.008762212,0.006490386,0.00366062,0.003984459,0.008391368,0.007936779,0.013799584,0.014957771,
Eritrea,ERI,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.069471996,0.014275536,0.05074155,0.194796201,0.133854768,0.09648274,0.076542749,0.028742904,0,0,0.00375311,0.00532835,0.013506332,0.014165173,0.017737773,0.015535992,0.039027747,24.63059836,,,,,,,,,,
Spain,ESP,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.064297645,0.046162744,0.038139429,0.122084767,0.141580602,0.023366163,0.041368829,0.029945185,0.014590215,0.040861071,0.058742089,0.027104287,0.021370031,0.023927948,0.019164323,0.007301457,0.005585969,0.010506488,0.140834122,0.133966552,0.034792124,0.011839424,0.020915457,0.01607723,0.016076272,0.012719195,0.007039805,0.009650106,0.003469878,0.003939624,0.006946507,0.002480537,0.002164471,0.001283042,0.001472459,0.002439689,0.008094063,0.013688189,0.003921227,0.000640813,0.014008928,0.021469209,0.035650704,0.02344074,0.021167216,0.0141915,0.013074361,0.02629375,0.029876624,0.01646573,0.019208311,
Estonia,EST,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ethiopia,ETH,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,0.035747703,0.020919411,0.030619786,0.034359993,0.028182706,0.031989207,0.031396483,0.028291269,0.016293335,0.015346031,0.060351107,0.063585805,0.141804254,0.167468677,0.082117908,0.105023186,0.076318758,0.055689582,0.079300006,0.12865458,0.127735991,0.175343493,0.081113622,0.043024562,0.069021215,0.144218575,0.138498847,0.105336516,0.118868129,0.281800576,0.704513481,0.548844238,0.343869213,0.229163198,0.112168491,0.118963294,0.112045766,0.036120394,0.027894091,0.011739855,
European Union,EUU,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.028605975,0.019687157,0.017322043,0.043034011,0.053325298,0.013842503,0.026010803,0.020231202,0.010499366,0.01853816,0.026146111,0.016451964,0.016368498,0.015026799,0.011415436,0.011198025,0.004650001,0.006909215,0.050516107,0.05339783,0.023838654,0.015429853,0.014629726,0.010659469,0.012105284,0.013124612,0.00651875,0.010284937,0.004617558,0.004335662,0.007091768,0.00358498,0.002700226,0.002703433,0.010535033,0.01705355,0.043211968,0.047820665,0.029010788,0.01522724,0.156357101,0.214138493,0.146165081,0.131718089,0.123271767,0.042843098,0.07539302,0.128196466,0.114728507,0.026820779,0.029067327,
Fragile and conflict affected situations,FCS,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,1.209745106,0.90836832,1.015280517,1.795933743,1.528950681,0.737759362,0.699835098,0.587616591,0.520557788,0.619722067,0.643869844,0.351114678,0.292651962,0.391635957,0.347651125,0.389177752,0.357897908,0.399913411,0.577408831,0.569544345,0.298095277,0.520897879,0.892230067,0.484687043,0.470240185,0.356771219,0.277056066,0.146545449,0.149218979,0.068350033,0.094006622,0.07302159,0.118383712,0.120836159,0.160388994,0.361239215,0.507348444,0.716608414,0.738194364,0.347129831,0.712205452,1.06730306,0.671390102,0.583967996,0.415842429,0.305035055,0.524183697,0.755696155,0.702372799,0.466118874,0.604543357,
Finland,FIN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.325802369,0.182123236,0.178215204,0.37914042,0.380707635,0.104197457,0.135203052,0.10584053,0.065967584,0.112830521,0.13636065,0.076208768,0.055317816,0.066232234,0.035106628,0.036142703,0.01721812,0.01818341,0.0446526,0.099089014,0.03671485,0.045211776,0.041682569,0.026603967,0.019485034,0.016814214,0.014071395,0.029268402,0.0143986,0.023011916,0.022945953,0.00156546,0.011271252,0.015868429,0.034484574,0.04621431,0.105590306,0.103626804,0.097544599,0.081115073,0.146990925,0.192221802,0.239594227,0.129453306,0.096875151,0.067109244,0.0583428,0.120207782,0.110955134,0.057973976,0.066486855,
Fiji,FJI,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0.340227726,0.774673694,0.540665559,0.154334211,0.208565228,0.192627621,0.449870275,0.927575741,0.730071175,0.81729902,0.944452167,0.847543432,0.866131626,1.363764618,1.981924828,2.079499979,2.023193458,1.690303908,0.719009781,0.550346583,0.582416562,0.687055133,0.585233869,0.52486305,0.435359837,0.420758277,0.395960755,0.474080642,0.444216373,0.516580758,0.463739516,0.52150799,0.493858974,0.501825408,0.219696222,0.259287173,0.497807907,1.104107175,1.050354339,1.140809558,0.515145949,0.376625794,0.312966361,0.356911447,0.351645616,0.324147005,0.311800063,0.455018271,
France,FRA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.017475426,0.014631178,0.012269147,0.010420764,0.022005036,0.010506221,0.027264259,0.020609867,0.009663578,0.010379503,0.015412545,0.008452377,0.014128343,0.011616439,0.008896549,0.007986433,0.004257509,0.00322826,0.003477761,0.003707784,0.002090573,0.002129594,0.004493158,0.002641852,0.003159229,0.001762664,0.001667504,0.000699969,0.000452025,0.000622223,0.000415834,0.000395466,0.000494853,0.00037793,0.000206041,0.000298145,0.000581423,0.000625044,0.00104309,0.001282321,0.001366639,0.000264484,0.000290541,0.00016867,0.000119374,1.87E-05,2.05E-05,3.35E-05,3.05E-05,0,0,
Faroe Islands,FRO,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Micronesia, Fed. Sts.",FSM,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,GAB,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0.007496191,0.000347955,0,0,0,0.002570971,0.004589836,0.002985858,0.002031158,0.00302324,0.004837696,0.00435734,0.006217626,0.012217195,0.015257149,0.004856345,0.002961289,0.006015705,0.003755133,0.010132377,0.008135905,0.001974228,0.004414527,0.002871399,0.002719136,0.001868579,0.002821798,0.002816368,0.003405761,0.001415265,0.004869878,0.006107618,0.015839455,0.014988938,0.015722128,0.023812385,0,0,0.074690476,0.083780653,0.058925077,0.072313372,0.074748492,0.055789958,0.005163316,0.00566241,0.03172199,
United Kingdom,GBR,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.000423112,0.000272203,0.000405199,0.001177372,0.004242804,0.00038896,0.002787077,0.005813049,0.00324842,0.00318654,0.004845551,0.002475316,0.001742901,0.002045242,0.001999753,0.001328517,2.78E-05,7.90E-05,0.000804574,0.001616717,0.000350186,3.44E-05,1.95E-05,1.58E-05,1.37E-05,8.35E-06,1.14E-05,1.45E-05,6.28E-06,3.76E-06,3.96E-06,2.79E-06,1.68E-06,5.58E-08,4.30E-06,4.93E-06,1.18E-05,4.78E-05,8.41E-05,0.000136738,0.000162344,0.000238821,0.000116858,3.16E-05,0,0,5.85E-06,4.62E-05,3.79E-05,3.73E-05,5.94E-05,
Georgia,GEO,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.059562278,0.047012263,0.201420825,0.128875943,0.109491881,0.043498196,0.185890911,0.214207471,0.148781045,0.243703085,0.245497426,0.366572656,0.292049856,0.621147145,0.601460732,0.443477423,0.480214838,1.077832172,1.585159532,0.875136344,0.594507804,0.34538098,0.40223183,0.476818038,0.352658665,0.33375435,0.491646076,0.710018014,
Ghana,GHA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.122948154,0.107244179,0.12865036,0.104915665,0.581658683,0.208677064,0.171820301,0.194837697,0.201365496,0.809370358,2.947461486,1.806351366,1.14819521,1.325257987,0.879635256,0.698462874,0.612221342,1.101001796,1.038268466,0.800762133,0.768245785,1.738912344,1.5665172,2.539751619,3.994378602,1.22819737,2.631161038,1.805113213,1.722162384,1.31546159,3.032113116,2.673394839,2.950196703,1.216340941,0.945873448,1.668453789,2.1291256,2.156609163,2.078379463,2.936523718,3.948809107,5.488150611,4.818361403,2.953049657,3.16234384,2.358167392,1.912337412,1.778549626,1.762231715,2.051438944,2.290086641,
Gibraltar,GIB,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,17.17667421,14.2076371,13.26115661,16.57998272,13.62744779,13.81358376,11.22097562,8.642580801,7.351937352,4.607794344,5.282104577,5.012484498,4.400889403,4.20206159,4.943937427,4.450957596,3.313384411,2.738459276,4.037764949,8.092845167,8.798972927,7.516918227,5.796809042,5.638837741,6.689476297,8.309247963,6.514004776,4.677975192,4.873882351,3.632302273,6.852034402,9.816299546,7.200108768,0,0,
"Gambia, The",GMB,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Guinea-Bissau,GNB,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Equatorial Guinea,GNQ,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234911367,0.100201442,0.09789755,0.069160151,0.071839106,0.026493274,0.004289508,0.004748314,0.010812014,0.00952149,0.008263834,0.012796558,0.015209886,0.019272969,0.017202085,0.011824741,0.009739754,0,0,0,0,0,0,
Greece,GRC,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.152561305,0.158685481,0.123347826,0.135431306,0.259446329,0.161500655,0.198044536,0.194500199,0.127363016,0.116177951,0.11928214,0.130433381,0.134433382,0.112529318,0.107263132,0.107965898,0.065950035,0.04494052,0.234636607,0.194546438,0.060540813,0.117223221,0.078591573,0.039294723,0.026289974,0.013655426,0.014259602,0.007613358,0.002861044,0.013035726,0.015422529,0.007898044,0.007292376,0.004024311,0.017635555,0.033648309,0.099671716,0.201165974,0.045527845,0.018621472,0.081540205,0.107674877,0.084380196,0.081900651,0.055126187,0.023904805,0.044079741,0.05520319,0.030788062,0.020143013,0.020766173,
Grenada,GRD,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greenland,GRL,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,9.572422633,46.90687929,10.06264556,7.32083922,3.105598572,2.505932498,6.016521817,3.488583929,1.786210177,2.233238912,0.946189403,4.541121358,2.686974319,0,0.162473685,22.38538744,24.52447955,7.249071588,0.638998303,1.16790498,0.623495419,0.606452795,0.479617507,0.31834088,0.861887025,0,0,0,0,0,0,0.224900454,0.335434256,0.809512759,0.672343417,0.844947976,0,0,0.114611409,0.353875743,0.019093587,0,0,0,0,0,0,,
Guatemala,GTM,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.003688561,0.002629353,0.000811824,0.001080776,0.080610083,0.064947321,0.070332036,0.051565264,0.092383065,0.327377168,0.311537599,0.017058384,0.000890748,0,0,0,0,0,0,0,0,0,0,0.000176126,9.52E-05,3.84E-05,0.000160485,0.001579191,0.000822235,0.036343984,0.045879388,0.020297261,0.036274575,0.066996009,2.74E-06,0.022839013,0.250265337,0.421525096,0.359767621,0.457688927,0.639559752,1.091538429,0.588477378,0.398206056,1.033784046,0.502096478,0.454941647,0.192918659,0.19596256,0.289287811,0.306684188,
Guam,GUM,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Guyana,GUY,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,15.04735044,13.47001669,11.18211485,10.22776025,15.40213507,13.16744578,13.78452862,18.30811429,16.95415735,14.84748727,13.18301105,12.03795861,12.20610152,6.747916717,16.98361585,13.88461709,13.14761707,16.51155635,9.091809879,9.023420325,9.199846076,12.32613842,8.403293851,15.46994552,16.25687762,12.76623752,13.56735739,9.812961851,5.500679935,6.137542743,7.515475472,4.422915635,4.511380328,7.442208199,10.98424691,10.20172507,3.861751339,5.096996212,4.961310512,5.63786957,6.672384864,9.779628157,10.63125677,6.922789443,4.099187011,3.165508003,10.49893272,7.575390627,2.278536558,2.42171825,3.039149398,
High income,HIC,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.215158486,0.14616304,0.126683574,0.221051055,0.294731915,0.163796523,0.154453659,0.148657729,0.081172826,0.119685984,0.136445228,0.097815829,0.079649615,0.07893751,0.070808982,0.069720099,0.046416828,0.056076356,0.148717338,0.114335861,0.084459815,0.060919833,0.05471439,0.040045556,0.051002686,0.061813789,0.04990299,0.048853922,0.035525225,0.033743085,0.040013485,0.032685381,0.028690964,0.032190519,0.061090778,0.089614076,0.176059555,0.220811077,0.20873219,0.12076253,0.299669325,0.3697508,0.254547827,0.244490718,0.193871363,0.100828069,0.1175501,0.164486284,0.152100046,0.13623718,0.142448851,
"Hong Kong SAR, China",HKG,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.004621355,0.003958358,0.001852366,0,0.000401298,0.002722653,0.00120314,0.000791014,0.000292541,0.000233033,0.000332089,0.000307228,0.000562882,0.00044168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Honduras,HND,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.526393487,0.467467633,0.715512,2.120917575,3.12559531,1.209499489,0.932019081,0.710122767,0.333891605,0.851044441,0.862253657,0.388413082,0.830318987,1.176123918,1.239105373,1.011346647,0.144126437,0.129560381,2.068026136,1.754701287,1.027272461,0.153187312,0.023302439,0.008496723,0.009092113,0.01184051,0.012705136,0.014235337,0.002349452,0,0,0.123660288,0.039720661,0,0.02760977,0.148888601,0.682639329,0.510655675,0.127485955,0.25642748,0.529518446,0.289792579,0.335705548,0.075027318,0.265772805,0.117923557,0.162574059,0.136883439,0.000179596,0.000557148,0.000797645,
Heavily indebted poor countries (HIPC),HPC,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,4.413045422,2.750213113,2.510685602,4.510036424,4.877700567,1.739083602,1.844733658,1.583785029,1.047872455,1.588989265,1.927007064,1.172336021,0.873579453,1.079941946,0.852795009,0.848337956,0.802055011,0.93915307,1.691375835,1.898528321,1.275341494,0.525724047,0.548649061,0.495338081,0.695703149,0.40791642,0.473572659,0.393652829,0.284100725,0.247644428,0.31482003,0.349756974,0.395701948,0.272555168,0.435827979,0.713231352,1.554041616,1.583183079,1.447341519,1.303276595,2.089655808,2.928736838,2.594901517,2.066787328,1.624118935,0.991165766,1.321525972,1.694189493,1.554108602,1.180734149,1.305097223,
Croatia,HRV,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,5.93E-05,0.00014435,0.000149117,0.000178101,0.000183303,0.000261146,0.00021607,0.000353687,0.000304388,0,0,
Haiti,HTI,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,3.315091294,2.948926601,1.830543796,1.38046751,2.161953751,1.304009815,1.680747833,1.781618137,1.620880492,1.210085446,0.796734893,0.994881676,0.825725074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hungary,HUN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108566145,0.08412671,0.045089135,0.022998378,0.015332505,0.018878264,0.007600868,0.002527422,0,0.001650123,0,0,0,0.002074981,0.00312068,0.006467071,0.007168631,0.003021776,0.001856185,0.002638194,0.001626255,0.001132091,0.000515269,5.94E-05,2.99E-05,7.15E-05,0.000150949,2.75E-05,0,0,
IBRD only,IBD,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.614031355,0.462745167,0.425561655,0.591549067,0.918422452,0.56585961,0.617564592,0.626395119,0.438301618,0.726091419,1.163334796,0.754068468,0.646061197,0.742179629,0.454185605,0.525252884,0.419625368,0.505530352,0.80349908,0.734493056,0.504497521,0.434636427,0.556664689,0.352322937,0.376512704,0.375454068,0.312416818,0.268397315,0.295934049,0.28726178,0.27318722,0.227953827,0.242010645,0.240380577,0.406119548,0.717086696,1.154257046,1.644931696,1.603967411,0.863397881,1.613302996,1.826134857,0.995803595,0.861557987,0.587749438,0.347151051,0.402417793,0.507302066,0.474319548,0.358693045,0.46702882,
