Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
IDA & IBRD total,IBT,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.785937948,0.563741943,0.538950028,0.81069792,1.103455233,0.615560634,0.666406788,0.661179498,0.46598298,0.753903475,1.14850827,0.711113636,0.606522492,0.717143248,0.45517577,0.521540772,0.430969557,0.521286172,0.827558112,0.767832351,0.523359028,0.443354235,0.556107694,0.361681238,0.388882465,0.372632188,0.3102235,0.263249287,0.284745203,0.274606168,0.264702075,0.221490868,0.237380096,0.233355266,0.3935184,0.685992602,1.116623429,1.570474583,1.533493335,0.848412134,1.570576748,1.807818986,1.016067869,0.873070051,0.601390103,0.361689753,0.427979654,0.539809801,0.505076256,0.380057268,0.490149102,
IDA total,IDA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,1.868124686,1.255128385,1.375018741,2.631056007,2.538133181,0.965211229,1.024137469,0.925172623,0.665562148,0.959129131,1.038312497,0.480932437,0.38151874,0.549944294,0.462412996,0.493738375,0.517666853,0.641063219,1.070146254,1.111772236,0.714915662,0.519225634,0.55033014,0.470245014,0.549383358,0.336306856,0.282822539,0.197696956,0.149192228,0.129870313,0.169859483,0.148628021,0.188439377,0.158378074,0.257252103,0.342261162,0.704161462,0.704285563,0.718932599,0.6795378,1.060493244,1.552204226,1.301828965,1.030295776,0.779985742,0.542872255,0.743310476,0.963131132,0.915160859,0.666088878,0.790750852,
IDA blend,IDB,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.140264121,0.110943848,0.528960745,1.222885519,1.099894591,0.548642056,0.509085465,0.513768283,0.506619404,0.65519405,0.656227114,0.259152438,0.223256194,0.359219037,0.318089518,0.391347409,0.425283097,0.603796768,0.818706223,0.763019766,0.508130707,0.778066993,0.828124862,0.713418193,0.837169141,0.56290397,0.375007661,0.217807572,0.129493516,0.105558257,0.157512026,0.079242084,0.137939603,0.146658967,0.269691922,0.259685522,0.499265206,0.482507169,0.515637318,0.538207206,0.878282394,1.05541294,0.796842513,0.512147402,0.381260886,0.327426342,0.508909488,0.657563059,0.715276011,0.432439973,0.575296185,
Indonesia,IDN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.274481829,0.327646186,0.315147737,0.595708424,0.793652682,0.381782666,0.373790613,0.427489709,0.423814234,0.666852892,0.549868212,0.340162161,0.226251648,0.263877905,0.261621326,0.254171325,0.187708479,0.290891915,1.024623578,1.03744644,0.713588576,0.318295548,0.228056473,0.139177517,0.19999717,0.708741493,0.632010006,0.553527707,1.356343197,0.977255545,0.990476054,0.971114937,0.85512047,0.917865688,1.011068957,1.586137639,1.771490754,2.656315602,1.02514777,1.410855818,1.514718475,1.378441161,0.577007099,0.719645813,0.29097116,0.231873299,0.313699098,0.337241445,0.587901992,0.527209528,0.463960403,
IDA only,IDX,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,3.157753682,2.003406482,2.000540967,3.548869832,3.58546467,1.251334195,1.484896428,1.270201426,0.789012175,1.217457728,1.41227274,0.8675289,0.643036997,0.796067942,0.618387887,0.600240657,0.593744431,0.668942862,1.264832308,1.359223705,0.859932738,0.351776955,0.33717205,0.309052991,0.35533973,0.179497361,0.22107842,0.184640551,0.161308088,0.14512592,0.177918458,0.193090411,0.222153796,0.166342436,0.248314994,0.403969158,0.871909365,0.881093203,0.874942584,0.779337835,1.195138195,2.016485084,1.820875289,1.561872506,1.196428829,0.754520915,0.948912657,1.202125083,1.086415143,0.858226542,0.958914219,
Isle of Man,IMN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
India,IND,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.230817794,0.237749022,0.221188401,0.189217229,0.237879844,0.331053498,0.473819145,0.407789246,0.261526311,0.290997914,0.295998495,0.290607087,0.349396258,0.25394283,0.255061182,0.250861636,0.240567755,0.191677964,0.254479844,0.321727421,0.304690883,0.253241515,0.324400389,0.279404039,0.21046567,0.219344992,0.233616093,0.223119219,0.362950554,0.266781013,0.261705649,0.281424087,0.273566759,0.240673091,0.304407299,0.840373989,1.019090988,1.695946342,2.277662517,0.937696499,1.509211641,1.426171372,0.764663229,0.892376116,0.536165534,0.286393975,0.352700823,0.457718417,0.427259532,0.640751276,0.685705525,
Not classified,INX,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.391942322,0.240682153,0.24174229,0.697490837,0.912281372,0.147702203,0.097818293,0.133784187,0.107863968,0.323469918,0.160944359,0.048533274,0.020843826,0,0.002715151,0,0,0.006334316,0.541749438,0.645364595,0.155316915,0.035286365,0.040959392,0.000399246,0.007552041,0,0,0.0335203,0,0,0.024039535,0,0,0,0.026115388,0.042027556,0.280392807,0.260805735,0.006541163,0.018854104,0.07181206,0.061090992,0.023926897,0.004337182,0.008400727,0.000548793,0.010520876,0.041748974,0.030916336,0.011881624,0.007864927,
"Iran, Islamic Rep.",IRN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.033863543,0.021512103,0.030171414,0.089407566,0.108502165,0.032489515,0.027808593,0.020837507,0.01869626,0.017897018,0.008661652,0.007174669,0.022268073,0.024058103,0.015562125,0.018235036,0.007607391,0.018186856,0.165415197,0.167807877,0.110441264,,,0.139908368,0.233898847,0.250011477,0.109555764,0.126964998,0.130816018,0.097630782,0.083995482,0.074150691,0.077947726,0.056721927,0.187711439,0.400030175,0.734200131,1.040027,1.054375304,0.472911461,0.952450755,1.128218429,0.719061485,1.019241302,0.672000019,0.342594885,0.375004279,0.545175762,0.868980154,0.962548761,1.711512298,
Iraq,IRQ,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003132533,0.001629936,0.004047461,0.004621506,0.012072457,0.013428457,0.007756502,0.000456619,0,0,0,0,0,0,
Iceland,ISL,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Israel,ISR,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.017100017,0.035181326,0.286321967,0.227738488,0.088404527,0.149197205,0.191006375,0.094417672,0.062656291,0.079746808,0.067011136,0.042599905,0.038428617,0,0,
Italy,ITA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.007716003,0.003867975,0.003464049,0.019442344,0.029107176,0.003964727,0.003732536,0.004157146,0.002937456,0.005839283,0.004040554,0.001500281,0.00051919,0.000281551,0.000152706,9.94E-06,0,0.000119635,0.012209908,0.011415337,0.002471716,0.00055935,0.000812137,0.000200722,0.000411182,0.000281167,0.000153345,0.000269225,0.000140244,0.000160218,0.000139301,8.12E-05,0.000112511,9.12E-05,3.64E-05,3.86E-05,9.83E-05,0.000223052,0.00026504,0.000356374,0.000478265,0.000619352,0,0,0,0,0,0,0,0,0,
Jamaica,JAM,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,7.799173879,7.309991879,6.025993896,6.137641509,11.96197842,6.884072463,6.996540457,8.666211792,10.96688096,11.07801032,10.69132329,10.63827938,8.061983801,6.316557975,10.86523015,8.407530487,6.36875365,4.701750487,3.941809121,5.466354681,6.014250555,7.674855764,8.304500986,4.061994455,4.172426933,2.240310587,2.573872218,1.941718473,1.685187551,1.316163551,1.368173545,1.396845961,1.020731463,0.966323422,1.628718028,1.899234241,2.549066594,2.757273247,1.822110406,1.152475281,1.201742052,1.544887234,1.161969161,1.092618473,1.095034929,1.051452711,0.964293032,1.122619814,1.272783617,0,0,
Jordan,JOR,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,4.371959726,4.274451046,1.149788243,3.011337001,0.054947178,0.11263455,0.768125988,1.096162008,0.610293911,0.410657303,0,0.194387105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344276683,0.665813944,5.563435845,3.780769932,1.594488456,3.238124741,2.831517884,1.215705585,1.125396239,1.342774683,1.08515032,0.824569753,0.755374219,0,0,
Japan,JPN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.063675522,0.03791168,0.024846326,0.05195944,0.061283862,0.015077263,0.014226054,0.009544591,0.005745457,0.010838379,0.015640836,0.006081616,0.004140527,0.004090745,0.002699809,0.002688067,0.002144381,0.00237876,0.006690834,0.006894622,0.002934324,0.002061689,0.002063607,0.000915829,0.001133795,0.000963335,0.000744023,0.000876045,0.000606179,0.000601357,0.000539007,0.00042825,0.000618743,0.000679067,0.000898796,0.001215016,0.001892385,0.001748369,0.001419907,0.00202644,0.002805528,0.003508683,0.002656634,0.002015183,0.001689057,0.001720757,0.001468027,0.001548862,0.001824291,0.060440981,0.06681919,
Kazakhstan,KAZ,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.871826424,1.116427101,0.480893717,0.557628766,0.473049635,0.363905711,0.530221555,0.610818836,0.862769122,0.448395033,1.879381619,1.516785111,3.138670113,3.052545184,5.023147132,5.368568208,3.897680286,2.836408724,3.897435506,3.717192181,3.492448495,3.042142849,2.481017797,1.336578514,2.823570604,3.47790314,3.377369318,3.225871124,4.633524982,
Kenya,KEN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.005559892,0.003199114,0.002487962,0.003914924,0.00387435,0.001546336,0,0,0,0.000291581,0.000636152,9.90E-05,6.72E-05,0.000302597,0.001289567,0.000664198,0.003442017,0.01792794,0.002783913,0.001958472,0.003663993,0.001388014,0.0007309,0.009898913,0.010334744,0.002629052,0.008943142,0.007330306,0.004794459,0.009555595,0.020036282,0.024045306,0.029161946,0.013250154,0.004443376,0.006413603,0.00912122,0.058865865,0.007918805,0.024526547,0.066700902,0.074330822,0.131376334,0.044188412,0.003104456,0.001527757,0.002197867,0.005106996,0.004458329,0.003736849,0.005753591,
Kyrgyz Republic,KGZ,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.526160968,0.598984291,1.553845742,0.255370896,0.320559996,1.586059714,1.275608654,3.000729461,3.158694661,2.753139483,2.782422696,2.901113784,2.613719901,2.036914026,0.752654501,0.50315842,3.392601593,4.000550458,9.175708257,9.364395989,2.918222651,5.222758127,3.61314487,4.072038443,5.418284007,8.494093223,4.30242709,6.965896629,10.95882315,
Cambodia,KHM,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0.019570513,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kiribati,KIR,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
St. Kitts and Nevis,KNA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Korea, Rep.",KOR,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.042499418,0.028655437,0.027979118,0.165745218,0.181654934,0.036570157,0.031145742,0.022939662,0.011766183,0.019110712,0.044748133,0.020047322,0.020243701,0.023011617,0.017566784,0.015146751,0.01462741,0.025140701,0.063285293,0.05474179,0.023793701,0.00364196,0.004184246,0.001190875,0.003206325,0.010106968,0.008024909,0.007659412,0.016947051,0.010111694,0.008657543,0.010315805,0.011138006,0.012954938,0.000367164,0.001571481,0.002053379,0.002432017,0.00391106,0.002355323,0.004806552,0.005286562,0.020860704,0.004250922,0.002302578,0.00082908,0.001160038,0.001037605,0.00030893,0.081132622,0.084596492,
Kuwait,KWT,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Latin America & Caribbean (excluding high income),LAC,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.600988214,0.460686444,0.479458121,0.62867836,0.803948735,0.520763584,0.641527701,0.565647591,0.443192052,0.598272479,0.751852251,0.460405307,0.531519545,0.667552159,0.657115541,0.578589105,0.412363675,0.470720344,1.093821086,1.167423998,0.747724631,0.431157096,0.345353682,0.190115252,0.216744156,0.265622824,0.226530506,0.182945495,0.187331147,0.200877723,0.203230429,0.183147627,0.215862576,0.231410739,0.376621115,0.687454727,1.041603472,1.417867696,1.333430935,0.720612161,1.405108472,1.64146864,1.262684206,1.112513767,0.729430047,0.499962827,0.690643424,0.791046215,0.769162592,0.635382738,0.721883949,
Lao PDR,LAO,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,0.106109285,0.063588246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840145131,0.790509951,3.140692766,9.845628502,8.895847216,7.619957147,6.315458643,10.44695305,10.32363681,8.461602224,9.345117941,3.976405255,2.74146706,1.686476277,2.360795682,2.231506144,1.669998312,1.656660349,
Lebanon,LBN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Liberia,LBR,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005858163,0.012715227,0.01176134,0.00352027,0.015467863,0.005550598,0.004385618,0.140960515,0.295025898,0.284975461,0.413568041,5.805338657,8.827013104,11.68269422,7.701697989,0.316280307,0.522159021,1.294841445,0,0,0,
Libya,LBY,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
St. Lucia,LCA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Latin America & Caribbean,LCN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,1.037745238,0.750402926,0.706291956,0.937152497,1.128744701,0.685702725,0.849334467,0.721639274,0.574678961,0.779674867,0.906974622,0.559883761,0.613967029,0.763707333,0.727141642,0.677467222,0.518737808,0.632720759,1.265440372,1.406686979,0.959615802,0.547440187,0.443678021,0.251241867,0.333893878,0.458556824,0.376251352,0.324325503,0.243242691,0.286550534,0.329099144,0.268684648,0.291474795,0.37500448,0.713375196,1.016130398,1.693740174,1.982007352,1.695124444,0.943163034,1.673944605,1.934797173,1.464359025,1.273086418,0.870173571,0.605059753,0.73883286,0.929361644,0.953534292,0.780389394,0.759208228,
Least developed countries: UN classification,LDC,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,3.734866191,2.349422251,2.388856435,4.280954105,4.246682118,1.38180003,1.8156904,1.527894607,0.933691759,1.487623987,1.567764045,0.968422228,0.700705697,0.918843334,0.650367706,0.658592546,0.734223232,0.858182792,1.420073092,1.53770568,0.99505263,0.36856279,0.379649939,0.278856654,0.279148671,0.149551909,0.169915848,0.153390536,0.150153469,0.126735462,0.146346397,0.191806005,0.216655038,0.164365236,0.284432328,0.487374246,1.091485376,1.082840511,0.956707989,0.847348928,1.333856309,1.706197598,1.519303977,1.306970634,0.969112053,0.619587343,0.818177736,1.097118083,1.014251581,0.725191119,0.77952752,
Low income,LIC,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,5.55289845,3.355897067,3.005092363,5.462036482,5.758200239,2.019960596,2.193029443,1.76752877,1.12461245,1.894396475,2.291405587,1.358785648,0.897092222,1.284524006,0.940267928,1.00145798,1.058171399,1.294369833,2.277780837,2.379330671,1.490644259,0.947651931,1.179009513,0.893332672,1.048552849,0.593007,0.741389439,0.603268456,0.327635763,0.302155278,0.315226179,0.292880261,0.342546054,0.216173572,0.469497393,0.695783452,1.883971397,1.643159049,1.386237725,1.320484263,1.975904614,2.756208876,2.581983252,2.132910947,1.682978378,1.053834223,1.433967657,1.999139191,2.2429125,1.534343965,1.682791879,
Liechtenstein,LIE,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sri Lanka,LKA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.002261005,0.003174263,0.001849072,0.001113108,0,0.000295691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001244272,0.002480299,0.020658669,0.017457922,0.005746839,0.00972197,0.009795569,0.005061756,0.004538991,0.004023402,0.002519653,0.001847725,0.001904454,0,0,
Lower middle income,LMC,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.315839903,0.283515574,0.332698717,0.526469748,0.892598426,0.618033706,0.479344529,0.610852564,0.347959822,0.473397187,0.523003756,0.359454469,0.302272283,0.306077644,0.253858406,0.264074808,0.206721126,0.229388893,0.47005766,0.441459995,0.337829678,0.323056382,0.477112719,0.284881976,0.289974258,0.335449386,0.263671905,0.225904042,0.279258178,0.22409773,0.250350199,0.23387583,0.244178936,0.241979234,0.320349811,0.635466925,0.871131076,1.390794509,1.441592786,0.869305152,1.311524648,1.401677246,0.848749707,0.824791627,0.550468572,0.331416809,0.40735627,0.522742706,0.534979922,0.489156442,0.548394588,
Low & middle income,LMY,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.624704197,0.452223392,0.447697801,0.683319225,0.968027916,0.547688015,0.57603761,0.597130344,0.404534674,0.676411519,1.091756839,0.675363447,0.567181261,0.670763121,0.40827166,0.474140778,0.387373207,0.465165369,0.771297126,0.684745921,0.445871684,0.404744135,0.532303213,0.345996105,0.348383619,0.305397794,0.262122164,0.212163558,0.273160966,0.251421117,0.225798318,0.197205786,0.220007524,0.198659147,0.306759322,0.607763698,0.953202154,1.476435597,1.497852907,0.816059048,1.475277429,1.688707708,0.923904735,0.793718744,0.526599259,0.330879848,0.394166855,0.474838849,0.438677404,0.355925566,0.487998677,
Lesotho,LSO,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Late-demographic dividend,LTE,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.819776791,0.604942291,0.516173908,0.64062204,1.144902302,0.764215624,0.856299871,0.844891857,0.603541882,0.737097274,0.807846503,0.688975357,0.630446661,0.706268498,0.611485295,0.561233424,0.445308609,0.489426539,0.666246123,0.576900447,0.478910299,0.437633785,0.659343507,0.424404675,0.416674071,0.405061141,0.309301849,0.283199936,0.325137047,0.350276428,0.315898137,0.246634145,0.242063193,0.245289803,0.425330606,0.730049701,1.214863418,1.736388115,1.689126159,0.857229747,1.730275924,1.953698027,0.992673616,0.832555503,0.576494253,0.3390931,0.367953228,0.472261871,0.428826496,0.269913347,0.416274231,
Lithuania,LTU,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luxembourg,LUX,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0.254797544,0.124024349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009246958,0.018434689,0.162518556,0.153092131,0.055500953,0.096568919,0.11096911,0.055942991,0.03952336,0,0,0,0,0,0,
Latvia,LVA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Macao SAR, China",MAC,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
St. Martin (French part),MAF,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.469069078,0.274139951,0.076805328,0.410435944,10.02551759,7.47273071,2.856560309,6.577338927,1.260383199,1.640672833,1.559957052,2.294720949,1.733858489,1.799976756,1.278876031,1.869598745,0.682012816,0.162786944,2.213209777,0.128465269,0.089456921,0.077828941,0.090472635,0.070781442,0.185768008,0.17824018,0.104297263,0.129646551,0.048733028,0.065752131,0.126939155,0.003162631,0.003843663,0.03898346,0.403156829,0.585332085,0.998985067,1.33571239,5.80519549,3.853150083,5.297731081,7.231210086,6.213043295,4.325763323,3.504412496,2.549365041,2.912299696,3.29220482,2.805924374,0.167144498,0.175815303,
Monaco,MCO,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moldova,MDA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Madagascar,MDG,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0,0,0,0,5.32E-05,1.26E-05,0,0,0,0.00029991,0.000888505,0.000142533,0.000271023,0.000386068,0.000322758,0.000306176,0.000314013,0.006399578,0.0119627,0.004821311,0.002241791,0.004993124,0,0,0,0.001384673,0.00364054,0.000410054,0.000474763,0.000232775,0.000221204,0,0,0,0.00099617,0.000332965,0.002557706,7.30E-05,0.003804376,0.001699704,0.120966459,0.320174108,0.289984667,0.540283266,0,0,0,0,0.340463533,0,0,
Maldives,MDV,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Middle East & North Africa,MEA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.078831422,0.053986767,0.036550949,0.083896636,0.67848755,0.522212504,0.163737144,0.366995039,0.070042802,0.080236207,0.088860902,0.106043135,0.08481175,0.078983305,0.048609039,0.066966573,0.032831882,0.019782519,0.169208106,0.063669344,0.034318536,0.019847898,0.024111764,0.03328165,0.053953709,0.050305902,0.028319595,0.027238844,0.026556534,0.019331052,0.016175907,0.012617607,0.012860807,0.011410031,0.050773741,0.08808159,0.157013646,0.240140873,0.550256666,0.395715734,0.399496453,0.54908888,0.419959068,0.342050453,0.257830915,0.192057189,0.210830352,0.250728629,0.225134892,0.095627093,0.15563901,
Mexico,MEX,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.337809475,0.228355441,0.253925904,0.549470447,0.675057995,0.227195717,0.259089444,0.239106424,0.151472124,0.444918179,0.540768319,0.219688236,0.360122893,0.591091572,0.419741023,0.328310248,0.182499753,0.320955274,1.307569978,1.045009156,0.62649102,0.138778616,0.107740376,0.045469401,0.082168523,0.259483529,0.185937257,0.136414129,0.113487625,0.084017738,0.068956861,0.045040426,0.047214478,0.053599771,0.131602646,0.194985495,0.349573421,0.397373148,0.333184243,0.307393663,0.501336998,0.872429468,0.796044674,0.592440853,0.413469927,0.364497983,0.507785396,0.555130639,0.431930341,0.327430301,0.411715362,
Marshall Islands,MHL,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Middle income,MIC,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.403149834,0.322279296,0.334329863,0.478936481,0.782229719,0.495621511,0.519051243,0.559594947,0.378526884,0.636160346,1.062323638,0.661251275,0.562392438,0.658927629,0.398098151,0.465250864,0.370615155,0.444387315,0.733888495,0.639199422,0.418317496,0.403141579,0.534380793,0.346394384,0.34912235,0.308442154,0.263462911,0.212886943,0.276293182,0.254513212,0.227913971,0.198891938,0.222223307,0.201984189,0.309470577,0.615585401,0.951926861,1.493980421,1.516908073,0.817343437,1.486099672,1.676774507,0.902041041,0.77450155,0.509392623,0.319664814,0.377560451,0.449366168,0.415506034,0.340732263,0.472481929,
